job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,skills_list
AI08624,NLP Engineer,47096,USD,MI,CT,Japan,S,Japan,50,"Scala, Java, Python, Tableau",PhD,2,Finance,2024-02-21,2024-04-05,1987,6.9,DeepTech Ventures,"['Scala', 'Java', 'Python', 'Tableau']"
AI08625,Data Scientist,67011,USD,EN,FL,Norway,M,Israel,50,"Azure, GCP, SQL, Scala",PhD,1,Media,2024-08-28,2024-10-07,2139,6.1,Algorithmic Solutions,"['Azure', 'GCP', 'SQL', 'Scala']"
AI08626,Machine Learning Engineer,124637,USD,SE,FL,Canada,M,Australia,0,"Git, Computer Vision, R, AWS",Master,9,Healthcare,2024-12-31,2025-03-08,1469,9.5,DataVision Ltd,"['Git', 'Computer Vision', 'R', 'AWS']"
AI08627,Robotics Engineer,123605,USD,MI,PT,Norway,L,Austria,50,"R, Java, Azure",Master,4,Government,2025-02-26,2025-05-07,1130,8.6,Future Systems,"['R', 'Java', 'Azure']"
AI08628,Machine Learning Researcher,50538,USD,EN,FT,Finland,L,Australia,50,"Kubernetes, Mathematics, SQL, AWS, TensorFlow",Associate,1,Healthcare,2024-05-18,2024-06-26,709,5.0,AI Innovations,"['Kubernetes', 'Mathematics', 'SQL', 'AWS', 'TensorFlow']"
AI08629,Computer Vision Engineer,56691,USD,MI,PT,China,M,China,100,"Azure, SQL, TensorFlow",PhD,2,Telecommunications,2024-06-09,2024-06-23,2494,7.3,Predictive Systems,"['Azure', 'SQL', 'TensorFlow']"
AI08630,Computer Vision Engineer,91737,USD,SE,CT,Ireland,S,Denmark,100,"Tableau, Docker, Spark, Data Visualization",Associate,8,Energy,2024-11-06,2024-12-05,759,5.8,Machine Intelligence Group,"['Tableau', 'Docker', 'Spark', 'Data Visualization']"
AI08631,Head of AI,81953,USD,MI,PT,Austria,L,Denmark,50,"Hadoop, Python, MLOps, Kubernetes",PhD,3,Government,2024-07-02,2024-08-15,1078,7.1,Predictive Systems,"['Hadoop', 'Python', 'MLOps', 'Kubernetes']"
AI08632,AI Research Scientist,176708,USD,SE,FT,Switzerland,S,Switzerland,50,"R, Computer Vision, Statistics, Python, Data Visualization",PhD,6,Retail,2024-06-10,2024-07-25,1920,7.5,Machine Intelligence Group,"['R', 'Computer Vision', 'Statistics', 'Python', 'Data Visualization']"
AI08633,Data Engineer,166059,USD,SE,CT,Denmark,L,Switzerland,50,"SQL, Docker, MLOps, PyTorch",Bachelor,7,Healthcare,2024-02-01,2024-03-03,678,7.0,Neural Networks Co,"['SQL', 'Docker', 'MLOps', 'PyTorch']"
AI08634,Machine Learning Engineer,58771,USD,EN,FL,Austria,L,Austria,100,"PyTorch, NLP, Python, Git, Tableau",Bachelor,0,Energy,2024-08-20,2024-11-01,905,9.4,Algorithmic Solutions,"['PyTorch', 'NLP', 'Python', 'Git', 'Tableau']"
AI08635,AI Software Engineer,147012,USD,EX,FL,Israel,S,Israel,50,"Linux, Statistics, Mathematics",Associate,13,Transportation,2024-07-31,2024-10-01,1181,9.8,AI Innovations,"['Linux', 'Statistics', 'Mathematics']"
AI08636,Principal Data Scientist,222457,USD,EX,CT,Canada,M,Canada,100,"Scala, Computer Vision, Data Visualization, GCP",Master,16,Automotive,2024-03-17,2024-05-01,1838,7.1,Cloud AI Solutions,"['Scala', 'Computer Vision', 'Data Visualization', 'GCP']"
AI08637,Data Scientist,123682,USD,MI,PT,Sweden,L,Finland,0,"Scala, Deep Learning, Computer Vision, Kubernetes",Master,4,Media,2024-06-27,2024-08-28,1408,6.0,Quantum Computing Inc,"['Scala', 'Deep Learning', 'Computer Vision', 'Kubernetes']"
AI08638,AI Research Scientist,81711,USD,MI,FL,Australia,S,Australia,100,"R, SQL, Tableau, NLP",PhD,4,Technology,2025-04-29,2025-07-04,2264,7.9,Cognitive Computing,"['R', 'SQL', 'Tableau', 'NLP']"
AI08639,AI Product Manager,185293,USD,EX,CT,Australia,L,Australia,50,"SQL, Tableau, Git",Master,11,Technology,2024-11-18,2024-12-23,1808,5.2,Autonomous Tech,"['SQL', 'Tableau', 'Git']"
AI08640,Principal Data Scientist,211903,EUR,EX,FT,France,L,France,0,"Azure, Spark, Data Visualization, MLOps, Java",Bachelor,12,Energy,2024-01-23,2024-02-06,640,6.7,Advanced Robotics,"['Azure', 'Spark', 'Data Visualization', 'MLOps', 'Java']"
AI08641,Computer Vision Engineer,70001,USD,EN,FT,Canada,M,Canada,100,"GCP, Python, AWS, Tableau, Data Visualization",PhD,1,Education,2024-02-08,2024-03-01,2273,8.8,DataVision Ltd,"['GCP', 'Python', 'AWS', 'Tableau', 'Data Visualization']"
AI08642,Deep Learning Engineer,74353,USD,EN,CT,Australia,M,South Korea,50,"SQL, Linux, Computer Vision, Scala",Bachelor,1,Retail,2025-01-02,2025-02-09,1699,9.4,Advanced Robotics,"['SQL', 'Linux', 'Computer Vision', 'Scala']"
AI08643,Data Analyst,88503,USD,EN,PT,United States,L,United States,50,"SQL, Statistics, Deep Learning, PyTorch, Azure",Bachelor,1,Transportation,2025-04-25,2025-06-04,562,9.2,Advanced Robotics,"['SQL', 'Statistics', 'Deep Learning', 'PyTorch', 'Azure']"
AI08644,AI Research Scientist,33218,USD,EN,PT,Ireland,S,Ireland,50,"Docker, Java, AWS, R, Computer Vision",Associate,0,Retail,2024-11-13,2025-01-12,1640,5.1,Quantum Computing Inc,"['Docker', 'Java', 'AWS', 'R', 'Computer Vision']"
AI08645,Computer Vision Engineer,46583,USD,EN,PT,Finland,S,Canada,0,"GCP, TensorFlow, Statistics, Mathematics",PhD,1,Transportation,2025-01-03,2025-03-17,1405,8.5,Smart Analytics,"['GCP', 'TensorFlow', 'Statistics', 'Mathematics']"
AI08646,AI Product Manager,115398,USD,EX,FT,South Korea,S,South Korea,100,"GCP, Git, Java, Computer Vision, Kubernetes",Associate,10,Transportation,2024-08-15,2024-10-01,937,8.3,Cloud AI Solutions,"['GCP', 'Git', 'Java', 'Computer Vision', 'Kubernetes']"
AI08647,Research Scientist,93638,USD,MI,FL,Singapore,M,Singapore,0,"Docker, Azure, MLOps, Mathematics, NLP",Associate,3,Technology,2024-10-02,2024-11-05,1301,6.8,AI Innovations,"['Docker', 'Azure', 'MLOps', 'Mathematics', 'NLP']"
AI08648,Machine Learning Researcher,86536,USD,EX,FT,Israel,S,Israel,0,"Tableau, Data Visualization, Computer Vision, Python",PhD,17,Healthcare,2024-05-10,2024-06-05,674,6.6,DeepTech Ventures,"['Tableau', 'Data Visualization', 'Computer Vision', 'Python']"
AI08649,AI Research Scientist,91687,USD,SE,FT,Israel,S,India,100,"Hadoop, GCP, AWS",PhD,8,Retail,2025-03-12,2025-05-22,1339,7.6,Quantum Computing Inc,"['Hadoop', 'GCP', 'AWS']"
AI08650,Robotics Engineer,189289,USD,EX,PT,Ireland,L,Ireland,100,"Kubernetes, Python, Tableau, Java, Deep Learning",Associate,11,Energy,2025-03-05,2025-03-23,2142,8.0,DeepTech Ventures,"['Kubernetes', 'Python', 'Tableau', 'Java', 'Deep Learning']"
AI08651,NLP Engineer,59807,USD,EN,PT,Ireland,L,Ireland,100,"PyTorch, SQL, Kubernetes, Scala",Master,1,Energy,2024-12-30,2025-02-10,1744,8.7,Predictive Systems,"['PyTorch', 'SQL', 'Kubernetes', 'Scala']"
AI08652,AI Software Engineer,107160,USD,MI,PT,Sweden,M,Sweden,0,"GCP, R, Deep Learning, Linux, Docker",Associate,4,Gaming,2025-02-27,2025-03-22,1223,5.3,Advanced Robotics,"['GCP', 'R', 'Deep Learning', 'Linux', 'Docker']"
AI08653,Robotics Engineer,92078,EUR,MI,CT,Germany,L,Germany,0,"Tableau, R, Git, Deep Learning, PyTorch",Associate,3,Real Estate,2024-03-25,2024-05-10,1117,7.0,Machine Intelligence Group,"['Tableau', 'R', 'Git', 'Deep Learning', 'PyTorch']"
AI08654,ML Ops Engineer,122356,USD,EX,FL,South Korea,M,South Korea,50,"SQL, PyTorch, Tableau, Mathematics, Azure",Associate,18,Energy,2025-02-10,2025-04-08,2356,9.8,Algorithmic Solutions,"['SQL', 'PyTorch', 'Tableau', 'Mathematics', 'Azure']"
AI08655,Machine Learning Researcher,82719,USD,EN,CT,Australia,L,Australia,0,"PyTorch, Statistics, Scala, MLOps",Master,0,Real Estate,2025-01-21,2025-03-29,1929,7.6,Quantum Computing Inc,"['PyTorch', 'Statistics', 'Scala', 'MLOps']"
AI08656,Data Engineer,99773,USD,SE,PT,China,M,Israel,0,"Mathematics, Linux, Data Visualization, Python, Azure",Bachelor,8,Gaming,2024-07-29,2024-08-17,1455,7.9,Algorithmic Solutions,"['Mathematics', 'Linux', 'Data Visualization', 'Python', 'Azure']"
AI08657,Research Scientist,53937,USD,EN,FL,Sweden,S,China,0,"Azure, PyTorch, Scala, Git, Mathematics",Bachelor,0,Transportation,2024-03-10,2024-04-13,2121,5.1,Cognitive Computing,"['Azure', 'PyTorch', 'Scala', 'Git', 'Mathematics']"
AI08658,Principal Data Scientist,34073,USD,EN,PT,India,S,Austria,0,"Hadoop, Kubernetes, GCP, SQL",PhD,0,Gaming,2025-03-30,2025-05-19,1440,8.3,Predictive Systems,"['Hadoop', 'Kubernetes', 'GCP', 'SQL']"
AI08659,Data Engineer,110498,USD,SE,PT,South Korea,L,South Korea,50,"Spark, GCP, PyTorch",Associate,7,Government,2024-09-28,2024-10-23,2419,6.3,Future Systems,"['Spark', 'GCP', 'PyTorch']"
AI08660,Principal Data Scientist,44307,USD,EN,PT,China,M,China,50,"Python, TensorFlow, Linux, GCP, Spark",Bachelor,1,Manufacturing,2024-01-16,2024-03-15,1913,9.6,Cloud AI Solutions,"['Python', 'TensorFlow', 'Linux', 'GCP', 'Spark']"
AI08661,Computer Vision Engineer,199429,USD,SE,FL,Switzerland,L,Switzerland,0,"Hadoop, TensorFlow, Tableau, Data Visualization, Spark",Bachelor,5,Telecommunications,2025-04-26,2025-05-24,2010,6.9,Neural Networks Co,"['Hadoop', 'TensorFlow', 'Tableau', 'Data Visualization', 'Spark']"
AI08662,Principal Data Scientist,214876,USD,EX,FL,Australia,M,Australia,0,"R, Scala, Azure, Tableau",Bachelor,16,Energy,2024-11-27,2024-12-11,1284,8.9,Cognitive Computing,"['R', 'Scala', 'Azure', 'Tableau']"
AI08663,Machine Learning Researcher,88382,USD,SE,CT,Japan,M,Japan,0,"Hadoop, Spark, PyTorch",Master,7,Telecommunications,2024-08-26,2024-10-05,1237,6.8,Neural Networks Co,"['Hadoop', 'Spark', 'PyTorch']"
AI08664,Autonomous Systems Engineer,141721,USD,EX,PT,Israel,M,Israel,50,"PyTorch, Mathematics, Kubernetes, SQL",Bachelor,15,Real Estate,2024-11-05,2024-12-28,1027,6.6,Autonomous Tech,"['PyTorch', 'Mathematics', 'Kubernetes', 'SQL']"
AI08665,Deep Learning Engineer,112624,GBP,MI,FT,United Kingdom,M,United Kingdom,0,"Spark, Kubernetes, Tableau, Scala",Master,2,Telecommunications,2024-07-09,2024-08-27,560,6.4,DeepTech Ventures,"['Spark', 'Kubernetes', 'Tableau', 'Scala']"
AI08666,Principal Data Scientist,47889,USD,EN,CT,Austria,S,Austria,50,"SQL, AWS, Deep Learning",Associate,1,Automotive,2024-05-03,2024-05-28,2269,9.9,Machine Intelligence Group,"['SQL', 'AWS', 'Deep Learning']"
AI08667,Data Analyst,155489,USD,SE,FL,Denmark,M,Denmark,100,"Data Visualization, MLOps, AWS, R",Bachelor,9,Retail,2024-07-09,2024-09-03,1148,9.2,Quantum Computing Inc,"['Data Visualization', 'MLOps', 'AWS', 'R']"
AI08668,AI Consultant,141541,USD,EX,FL,China,M,Japan,100,"Linux, GCP, Computer Vision",Bachelor,16,Telecommunications,2025-01-27,2025-02-14,1099,6.1,Cloud AI Solutions,"['Linux', 'GCP', 'Computer Vision']"
AI08669,Principal Data Scientist,228543,EUR,EX,FT,Netherlands,S,Netherlands,50,"Docker, Git, Tableau, SQL",Bachelor,12,Technology,2024-08-12,2024-09-25,1778,7.2,Neural Networks Co,"['Docker', 'Git', 'Tableau', 'SQL']"
AI08670,Computer Vision Engineer,110546,USD,MI,FT,Norway,M,United States,100,"Linux, Spark, PyTorch, AWS",Master,2,Energy,2024-03-15,2024-03-29,2152,8.0,Algorithmic Solutions,"['Linux', 'Spark', 'PyTorch', 'AWS']"
AI08671,Machine Learning Engineer,249647,USD,EX,CT,Switzerland,L,Switzerland,50,"TensorFlow, Scala, Data Visualization",Bachelor,12,Automotive,2025-03-22,2025-04-07,592,5.5,Algorithmic Solutions,"['TensorFlow', 'Scala', 'Data Visualization']"
AI08672,Data Analyst,55461,USD,MI,FL,India,M,Denmark,100,"MLOps, Statistics, Git",Master,2,Energy,2024-02-17,2024-03-02,940,6.5,Quantum Computing Inc,"['MLOps', 'Statistics', 'Git']"
AI08673,AI Specialist,159894,EUR,SE,CT,France,L,Israel,0,"TensorFlow, Java, Git, Hadoop, Docker",Bachelor,7,Transportation,2024-11-30,2025-01-06,2021,8.6,Autonomous Tech,"['TensorFlow', 'Java', 'Git', 'Hadoop', 'Docker']"
AI08674,Computer Vision Engineer,175720,USD,SE,FT,Australia,L,Australia,0,"Mathematics, Python, Spark",Associate,7,Technology,2024-07-13,2024-08-16,1160,6.3,Machine Intelligence Group,"['Mathematics', 'Python', 'Spark']"
AI08675,Data Scientist,77419,USD,MI,PT,Ireland,L,Ireland,100,"Python, Statistics, Git, Linux",Associate,2,Real Estate,2024-11-04,2024-12-14,1277,7.6,DataVision Ltd,"['Python', 'Statistics', 'Git', 'Linux']"
AI08676,Data Engineer,74674,USD,SE,FL,Austria,M,Austria,100,"Azure, Git, Scala, Hadoop",PhD,6,Telecommunications,2024-06-19,2024-08-27,1769,9.2,Predictive Systems,"['Azure', 'Git', 'Scala', 'Hadoop']"
AI08677,AI Consultant,84573,USD,SE,PT,Japan,L,Japan,50,"SQL, NLP, Tableau, Scala",Associate,9,Energy,2025-02-09,2025-04-19,988,9.2,Quantum Computing Inc,"['SQL', 'NLP', 'Tableau', 'Scala']"
AI08678,AI Research Scientist,83895,USD,MI,FL,China,L,China,100,"Statistics, Data Visualization, Hadoop, Java, AWS",PhD,4,Media,2025-01-26,2025-02-26,2229,7.8,DataVision Ltd,"['Statistics', 'Data Visualization', 'Hadoop', 'Java', 'AWS']"
AI08679,Head of AI,37919,USD,EN,PT,Austria,M,Austria,0,"R, Git, SQL, Docker, Java",PhD,1,Consulting,2024-12-22,2025-03-04,1751,8.3,Cognitive Computing,"['R', 'Git', 'SQL', 'Docker', 'Java']"
AI08680,AI Consultant,155124,USD,EX,PT,Australia,M,Australia,50,"TensorFlow, PyTorch, Kubernetes",Associate,18,Energy,2024-09-22,2024-11-20,691,8.4,TechCorp Inc,"['TensorFlow', 'PyTorch', 'Kubernetes']"
AI08681,Machine Learning Engineer,35429,USD,EN,CT,South Korea,S,Netherlands,100,"Statistics, MLOps, Hadoop",Master,1,Telecommunications,2024-06-21,2024-09-02,771,5.8,Digital Transformation LLC,"['Statistics', 'MLOps', 'Hadoop']"
AI08682,Head of AI,55733,USD,EN,FT,Singapore,M,United States,50,"Kubernetes, Python, Mathematics",PhD,1,Finance,2025-01-03,2025-01-19,1824,5.1,Neural Networks Co,"['Kubernetes', 'Python', 'Mathematics']"
AI08683,AI Product Manager,126915,EUR,SE,FL,France,S,Ireland,50,"Hadoop, AWS, MLOps, Spark, Computer Vision",Bachelor,8,Technology,2024-07-25,2024-08-27,2210,6.5,Algorithmic Solutions,"['Hadoop', 'AWS', 'MLOps', 'Spark', 'Computer Vision']"
AI08684,Data Scientist,87954,USD,EX,CT,Israel,S,Israel,50,"Tableau, Deep Learning, GCP",PhD,14,Energy,2024-08-06,2024-08-21,1004,5.2,DataVision Ltd,"['Tableau', 'Deep Learning', 'GCP']"
AI08685,Data Engineer,107762,USD,SE,FT,India,M,India,50,"Kubernetes, Java, SQL",PhD,9,Healthcare,2024-01-03,2024-03-10,1747,5.5,DataVision Ltd,"['Kubernetes', 'Java', 'SQL']"
AI08686,AI Architect,111452,EUR,SE,FT,Netherlands,M,Netherlands,50,"Scala, Linux, Computer Vision, Python, MLOps",PhD,6,Transportation,2025-01-06,2025-03-10,2156,5.8,DataVision Ltd,"['Scala', 'Linux', 'Computer Vision', 'Python', 'MLOps']"
AI08687,AI Architect,38918,USD,EN,CT,Austria,S,Austria,50,"Tableau, R, Spark",PhD,0,Gaming,2024-08-14,2024-10-16,793,8.3,Algorithmic Solutions,"['Tableau', 'R', 'Spark']"
AI08688,AI Specialist,46516,USD,MI,FT,Austria,S,Austria,50,"Mathematics, PyTorch, SQL",PhD,4,Manufacturing,2024-03-09,2024-05-01,1424,6.4,DeepTech Ventures,"['Mathematics', 'PyTorch', 'SQL']"
AI08689,Autonomous Systems Engineer,163504,GBP,EX,FL,United Kingdom,S,Norway,50,"Computer Vision, SQL, MLOps, Kubernetes, Mathematics",PhD,18,Gaming,2024-10-31,2024-12-25,1886,8.7,Autonomous Tech,"['Computer Vision', 'SQL', 'MLOps', 'Kubernetes', 'Mathematics']"
AI08690,Machine Learning Engineer,126835,USD,EX,CT,China,S,China,0,"AWS, Docker, GCP, Kubernetes, Tableau",Associate,19,Gaming,2024-03-04,2024-04-05,2081,5.5,Advanced Robotics,"['AWS', 'Docker', 'GCP', 'Kubernetes', 'Tableau']"
AI08691,Autonomous Systems Engineer,32790,USD,EN,FT,Austria,S,Austria,50,"Python, Statistics, Computer Vision",PhD,1,Real Estate,2024-09-10,2024-10-25,515,7.2,Machine Intelligence Group,"['Python', 'Statistics', 'Computer Vision']"
AI08692,AI Software Engineer,149213,USD,EX,FL,Sweden,S,Sweden,50,"Hadoop, Python, Deep Learning",Associate,14,Real Estate,2024-06-21,2024-08-23,1185,9.8,Machine Intelligence Group,"['Hadoop', 'Python', 'Deep Learning']"
AI08693,AI Research Scientist,136639,USD,MI,CT,Switzerland,M,Germany,50,"Java, NLP, Linux, Deep Learning, PyTorch",Master,3,Healthcare,2025-03-30,2025-05-02,2179,5.4,DeepTech Ventures,"['Java', 'NLP', 'Linux', 'Deep Learning', 'PyTorch']"
AI08694,Research Scientist,139996,USD,SE,PT,Denmark,S,India,100,"Docker, SQL, NLP",Bachelor,6,Automotive,2025-03-02,2025-04-19,1190,8.6,Cloud AI Solutions,"['Docker', 'SQL', 'NLP']"
AI08695,Data Scientist,127541,EUR,SE,FL,Germany,M,Germany,100,"Git, Deep Learning, MLOps, R, Tableau",Associate,7,Manufacturing,2024-07-16,2024-09-14,935,8.0,Cloud AI Solutions,"['Git', 'Deep Learning', 'MLOps', 'R', 'Tableau']"
AI08696,Research Scientist,158041,USD,SE,FL,United States,L,United States,50,"AWS, NLP, Java, Data Visualization, PyTorch",Master,7,Education,2024-11-17,2025-01-03,1482,8.9,TechCorp Inc,"['AWS', 'NLP', 'Java', 'Data Visualization', 'PyTorch']"
AI08697,Principal Data Scientist,97247,USD,MI,FL,United States,S,United States,50,"Statistics, MLOps, GCP, Git, Spark",Master,4,Media,2024-01-16,2024-03-25,513,5.3,Predictive Systems,"['Statistics', 'MLOps', 'GCP', 'Git', 'Spark']"
AI08698,AI Research Scientist,85834,EUR,MI,FT,Netherlands,S,Netherlands,50,"Python, Data Visualization, R",Master,3,Energy,2024-04-06,2024-04-26,1918,5.7,TechCorp Inc,"['Python', 'Data Visualization', 'R']"
AI08699,AI Research Scientist,90893,USD,SE,FL,India,L,India,0,"Linux, Python, Data Visualization, Docker",Bachelor,7,Education,2024-11-09,2024-12-13,854,6.7,Advanced Robotics,"['Linux', 'Python', 'Data Visualization', 'Docker']"
AI08700,Computer Vision Engineer,94095,EUR,MI,FL,France,L,Netherlands,0,"Data Visualization, MLOps, NLP, Tableau",Master,4,Manufacturing,2024-03-02,2024-04-05,1019,8.6,Smart Analytics,"['Data Visualization', 'MLOps', 'NLP', 'Tableau']"
AI08701,Head of AI,46463,USD,EN,CT,Israel,S,Israel,0,"Hadoop, Docker, Git, SQL",PhD,0,Gaming,2024-01-30,2024-03-30,2432,9.1,DataVision Ltd,"['Hadoop', 'Docker', 'Git', 'SQL']"
AI08702,AI Product Manager,72679,USD,EN,FL,Sweden,M,Sweden,100,"Python, Java, Tableau",PhD,0,Gaming,2024-09-06,2024-10-03,1020,6.0,Algorithmic Solutions,"['Python', 'Java', 'Tableau']"
AI08703,AI Specialist,51405,USD,MI,PT,South Korea,M,Germany,0,"Scala, Spark, R, Statistics",Bachelor,3,Real Estate,2024-05-10,2024-07-11,1520,7.1,Predictive Systems,"['Scala', 'Spark', 'R', 'Statistics']"
AI08704,Principal Data Scientist,73373,USD,MI,CT,Austria,M,Austria,0,"Statistics, Python, Scala",Associate,3,Energy,2025-02-02,2025-03-22,657,5.3,Predictive Systems,"['Statistics', 'Python', 'Scala']"
AI08705,Machine Learning Engineer,92323,USD,SE,CT,Israel,L,Germany,0,"SQL, Deep Learning, R",PhD,8,Healthcare,2025-02-26,2025-04-24,2442,7.8,Neural Networks Co,"['SQL', 'Deep Learning', 'R']"
AI08706,ML Ops Engineer,154821,USD,SE,FL,Switzerland,M,Switzerland,50,"PyTorch, Git, Azure, Docker",PhD,6,Media,2024-02-29,2024-05-04,2463,6.3,Algorithmic Solutions,"['PyTorch', 'Git', 'Azure', 'Docker']"
AI08707,Machine Learning Engineer,202399,USD,EX,CT,Finland,L,Germany,0,"Java, Hadoop, Data Visualization, Spark",Bachelor,14,Government,2025-03-27,2025-05-06,962,8.3,Smart Analytics,"['Java', 'Hadoop', 'Data Visualization', 'Spark']"
AI08708,AI Research Scientist,283735,USD,EX,FT,Denmark,M,France,0,"TensorFlow, Computer Vision, Linux, AWS",Master,13,Government,2024-12-15,2025-02-19,1175,7.0,Quantum Computing Inc,"['TensorFlow', 'Computer Vision', 'Linux', 'AWS']"
AI08709,Deep Learning Engineer,79867,USD,MI,PT,China,L,China,100,"Python, R, NLP, Tableau",PhD,3,Education,2024-12-20,2025-01-06,915,5.5,DeepTech Ventures,"['Python', 'R', 'NLP', 'Tableau']"
AI08710,Machine Learning Engineer,34286,USD,EN,FL,Israel,S,Israel,50,"SQL, Scala, Java",PhD,0,Real Estate,2024-11-24,2025-01-11,2328,6.8,Cognitive Computing,"['SQL', 'Scala', 'Java']"
AI08711,Autonomous Systems Engineer,103430,USD,SE,CT,China,L,China,50,"Statistics, Kubernetes, Spark, MLOps, Scala",Bachelor,9,Government,2024-05-27,2024-07-06,2317,8.8,Algorithmic Solutions,"['Statistics', 'Kubernetes', 'Spark', 'MLOps', 'Scala']"
AI08712,Deep Learning Engineer,87752,EUR,SE,FT,France,S,France,50,"SQL, PyTorch, GCP",Associate,8,Energy,2024-11-21,2025-01-08,580,5.4,Quantum Computing Inc,"['SQL', 'PyTorch', 'GCP']"
AI08713,Robotics Engineer,98405,EUR,MI,FT,France,M,France,0,"Deep Learning, Azure, SQL",Master,3,Media,2024-04-18,2024-06-28,1910,7.4,Neural Networks Co,"['Deep Learning', 'Azure', 'SQL']"
AI08714,Research Scientist,132646,USD,SE,CT,Denmark,S,Denmark,0,"Tableau, SQL, Git",Bachelor,9,Transportation,2024-03-03,2024-05-13,2482,6.8,Neural Networks Co,"['Tableau', 'SQL', 'Git']"
AI08715,AI Consultant,96989,USD,SE,FT,China,S,France,0,"NLP, MLOps, Kubernetes, Python",PhD,6,Retail,2024-10-04,2024-11-14,2201,7.9,Neural Networks Co,"['NLP', 'MLOps', 'Kubernetes', 'Python']"
AI08716,Autonomous Systems Engineer,46865,USD,MI,PT,Finland,S,Finland,0,"NLP, Python, Statistics, Azure",Bachelor,4,Technology,2024-02-22,2024-04-01,574,5.4,Cloud AI Solutions,"['NLP', 'Python', 'Statistics', 'Azure']"
AI08717,Machine Learning Researcher,242921,USD,EX,CT,Norway,S,United Kingdom,50,"TensorFlow, Tableau, Linux, SQL",Associate,15,Transportation,2025-03-10,2025-04-24,730,10.0,Advanced Robotics,"['TensorFlow', 'Tableau', 'Linux', 'SQL']"
AI08718,AI Research Scientist,58395,USD,MI,FT,Israel,M,Switzerland,50,"Git, AWS, R, Computer Vision",PhD,4,Energy,2025-03-21,2025-05-12,2087,9.8,Cognitive Computing,"['Git', 'AWS', 'R', 'Computer Vision']"
AI08719,Machine Learning Engineer,87030,USD,SE,FL,Finland,L,Finland,50,"PyTorch, Kubernetes, Mathematics",Bachelor,8,Finance,2024-12-09,2025-02-07,1589,5.2,Digital Transformation LLC,"['PyTorch', 'Kubernetes', 'Mathematics']"
AI08720,AI Architect,77731,USD,MI,FL,South Korea,M,South Korea,0,"Computer Vision, MLOps, SQL, Statistics, Spark",Master,3,Education,2024-11-07,2024-12-28,2258,6.6,Quantum Computing Inc,"['Computer Vision', 'MLOps', 'SQL', 'Statistics', 'Spark']"
AI08721,Data Scientist,69142,USD,MI,PT,China,M,China,0,"GCP, Java, Computer Vision",Master,3,Automotive,2024-03-19,2024-05-17,2095,8.6,Algorithmic Solutions,"['GCP', 'Java', 'Computer Vision']"
AI08722,Data Engineer,63398,USD,MI,FL,Finland,S,Finland,50,"TensorFlow, Scala, NLP",Master,2,Retail,2024-04-06,2024-05-19,1387,8.4,DataVision Ltd,"['TensorFlow', 'Scala', 'NLP']"
AI08723,Data Engineer,72410,USD,EN,CT,Singapore,S,Israel,0,"SQL, Linux, MLOps, GCP",PhD,0,Education,2024-05-03,2024-06-19,1654,5.1,DataVision Ltd,"['SQL', 'Linux', 'MLOps', 'GCP']"
AI08724,Computer Vision Engineer,67022,USD,EN,CT,Switzerland,S,Netherlands,100,"SQL, PyTorch, Spark, Git, GCP",Bachelor,1,Transportation,2024-01-21,2024-02-29,1736,5.4,Predictive Systems,"['SQL', 'PyTorch', 'Spark', 'Git', 'GCP']"
AI08725,AI Specialist,99904,USD,SE,FT,Japan,M,Japan,0,"Azure, Tableau, Data Visualization, Java, R",Associate,8,Automotive,2024-02-25,2024-04-20,1463,8.8,DataVision Ltd,"['Azure', 'Tableau', 'Data Visualization', 'Java', 'R']"
AI08726,Data Analyst,189575,USD,EX,FT,Australia,L,Australia,0,"AWS, Data Visualization, Deep Learning",Master,19,Real Estate,2024-04-30,2024-05-30,1959,8.4,Cognitive Computing,"['AWS', 'Data Visualization', 'Deep Learning']"
AI08727,AI Architect,180390,USD,EX,FT,Singapore,M,Sweden,100,"Kubernetes, GCP, Computer Vision",Associate,16,Education,2024-05-26,2024-07-11,2406,7.5,Advanced Robotics,"['Kubernetes', 'GCP', 'Computer Vision']"
AI08728,Head of AI,38142,USD,EN,PT,South Korea,S,South Korea,50,"Scala, SQL, Linux",Bachelor,0,Energy,2024-01-04,2024-01-20,1098,8.4,Algorithmic Solutions,"['Scala', 'SQL', 'Linux']"
AI08729,Computer Vision Engineer,142291,USD,SE,FL,Sweden,L,Sweden,0,"Mathematics, Python, TensorFlow, Statistics",PhD,5,Education,2024-12-04,2025-01-21,1494,7.2,Digital Transformation LLC,"['Mathematics', 'Python', 'TensorFlow', 'Statistics']"
AI08730,Machine Learning Researcher,122459,USD,EX,FL,India,L,India,0,"Hadoop, SQL, Java",Bachelor,16,Media,2024-12-31,2025-02-07,2138,9.6,Digital Transformation LLC,"['Hadoop', 'SQL', 'Java']"
AI08731,NLP Engineer,95657,USD,EX,FL,Austria,S,Austria,100,"Data Visualization, R, Scala, GCP",Bachelor,16,Manufacturing,2024-06-24,2024-08-06,1692,9.7,Digital Transformation LLC,"['Data Visualization', 'R', 'Scala', 'GCP']"
